,tweets,time
519,"Falando de coisa boa agora, olhem a beleza disso: 

Infelizmente, não sei quem é o autor dessa obra de arte, mas ainda assim agradeço. Está incrível! 

#HouseOfTheDragon #HouseOfTheDragonHBO #HOTD #RhaenyraTargaryen #DaemonTargaryen #syrax #caraxes https://t.co/ff0wzmVBRG",2022-09-21 21:42:56+00:00
520,"#HOTD 
レイニラとレーナーどうなるかと思ったけれどしっかり家族としてのつながりは築けてそうでよかた",2022-09-21 21:42:38+00:00
521,"#HouseTargaryen #HouseOfTheDragonHBO #HouseOfTheDragon #RhaenyraTargaryen #HOTD #HouseoftheDragon #Hotd #DaemonTargaryen 
 Venez en foule

 https://t.co/of1leExDkr",2022-09-21 21:42:28+00:00
522,"I love Rhaenyra and Leanor have such a good friendship they both made concessions and you can tell they do care for each other 

On an evil note how anyone can defend Alicent The Bitter Queen at all after this….I just don’t know how #HotD https://t.co/F5cCTQCpRU",2022-09-21 21:40:06+00:00
523,"#hbomax #lacasadeldragon #HOTD
Mamasita hermosa https://t.co/8mQqTSGheb",2022-09-21 21:39:56+00:00
524,Alicent been wearing green for the last ten years and imma let her know we didn’t care then and we sure don’t care now 🙄 #HOTD #HouseOfTheDragon,2022-09-21 21:39:35+00:00
525,when a targaryen meets their cousin for the first time #HOTD https://t.co/STZG4VQayY,2022-09-21 21:37:56+00:00
526,"Wtf happened to Sir Cristan Cole, I don’t get why he went on such a mad one #HOTD",2022-09-21 21:34:29+00:00
527,With hbo and Amazon bring out #hotd and #theringofpowers… they really needa make us a Harry Potter show based closely to the books,2022-09-21 21:33:14+00:00
528,ALICENT HIGHTOWER THE WOMAN WHO STARTED A WAR BECAUSE HER FRIEND DIDN'T TELL HER THE ENTIRE GOSSIP #hotd #GOT,2022-09-21 21:33:06+00:00
529,I haven’t been doing the Twitter for a while but I’m BACK because I need the #hotd hot takes.,2022-09-21 21:31:39+00:00
530,"When I catch y’all saying y’all Team Green instead of Team Black 
#hotd #HouseOfTheDragon https://t.co/5xSF5I2rMX",2022-09-21 21:31:00+00:00
531,"Dracarys 🔥
Eu tirei: Rhanerya! E você? https://t.co/IDOWZDyaI1 #aCasaDoDragao #hotd #houseOfTheDragon #got #gameOfThrones #serie #series via @Quizur_PT",2022-09-21 21:30:41+00:00
532,I just don’t think Daemon Targaryen is good looking. Not my cup of tea lol. #HOTD,2022-09-21 21:29:53+00:00
533,😂 #HOTD https://t.co/nwZjVwNtLo,2022-09-21 21:29:20+00:00
534,"اضفت ساوندتراك الامير الموعود الى قائمة نغمات / اصوات جوالي وممكن استخدمه لفترة قادمة 
The Prince That Was Promised 
.
.
.
#hotd 
#HouseOfTheDragon https://t.co/UjqdhfHmUe",2022-09-21 21:26:13+00:00
535,"Chissà perché sono diventata schiava proprio per i Daemyra 

#HOTD #HouseOfTheDragon https://t.co/VdxiHK0dQI",2022-09-21 21:26:07+00:00
536,#DAEMYRA: you are all cursed with me. | #edit #hotd #HouseOfTheDragon #rhaenyra #RhaenyraTargaryen #daemon #DaemonTargaryen https://t.co/NBs2lScy6x,2022-09-21 21:24:08+00:00
537,"Daemon and Rhaenyra 🔥🎨❤️
#HOTD #HouseOfTheDragon https://t.co/7xV6Ofkq6M",2022-09-21 21:23:44+00:00
538,"Se fue el invierno ❄️ y automáticamente pensamos en #GOT y #HOTD 

Llegó la primavera, llegó la estación de los colores y el amor ♥️

✅Vivila #superconectado https://t.co/aLqMuOAzTw",2022-09-21 21:23:31+00:00
539,"I don’t listen to podcasts or watch YouTube for the same reason I can’t watch cartoons. 

But then I get sent calmly &amp; clearly stated facts about an interest, without ambiguity but with nuance, in an evenly paced speech pattern 😍 https://t.co/OUEwlev7i3

#hotd ep4 spoilers",2022-09-21 21:22:58+00:00
540,"😂🥹❤️
#HouseOfTheDragon #HOTD https://t.co/CYHhtJEws2",2022-09-21 21:22:49+00:00
541,Why are these #HOTD  dudes so whiny,2022-09-21 21:18:16+00:00
542,"#hbomax #lacasadeldragon #HOTD
Mamasita hermosa https://t.co/IYHnAzu6uL",2022-09-21 21:18:02+00:00
543,Estou vivendo ou só esperando as noites de domingo? #HOTD,2022-09-21 21:17:51+00:00
544,All these Criston Cole memes of him admitting to sleeping with Rhaenyra are just too good. #CristonCole #Rhaenyra #hotd,2022-09-21 21:16:01+00:00
545,"My HOTD episode 5 review and catch up #HouseoftheDragon
#HOTD
#HouseoftheDragonHBO
#DRACARYS
#HouseTargaryen #hbo #hbomax #gameofthrones #got 
https://t.co/zDYpb9DXV3",2022-09-21 21:15:15+00:00
546,"https://t.co/rWBC3PDT0P

Cowboys #QueenRadio #HOTD Parsons Zeke 
#RHOA Giants #Married2Med #ranboospace Collinsworth Dak Prescott Mike McCarthy Kellen Moore Julio Jones Walter Reed Fournette CeeDee 
Amari Cooper Packers Carr Steelers Raiders Trevon Diggs Rodgers Saquon Jansen https://t.co/dMQ7gSkTKg",2022-09-21 21:11:31+00:00
547,this is the plot of #HouseOfTheDragon and essentially how the Dance of the Dragons begins #HOTD https://t.co/7qYzmmmAa2,2022-09-21 21:11:00+00:00
548,"ei olivia cooke, say it louder for those in the back #hotd https://t.co/M8SlXioloT",2022-09-21 21:08:23+00:00
549,"Me: if I don’t “feel” #HotD by ep 5, I’ll give up. Dragons or no dragons. 

Ep5: hello

Me: Thank you. I’m in. 

Head still spinning with names and places and I still have this sinking feeling in my stomach when I hear “Lannister” but otherwise ok.",2022-09-21 21:08:13+00:00
550,Really enjoyed Milly Alcock's performance on #HOTD. It helped sell the show for me. I believed her as Rhaenyra. https://t.co/J3wFpILgjV,2022-09-21 21:07:58+00:00
551,"Every sunday

#HouseOfTheDragon #HOTD https://t.co/DksIkF5NuC",2022-09-21 21:07:53+00:00
552,I love the Dragon House Mess #HOTD https://t.co/JvD1KvGO2p,2022-09-21 21:07:44+00:00
553,"House of the dragon , I wanna see dragons! Not the family drama haibo #Hotd",2022-09-21 21:06:55+00:00
554,"Olha que coisa fofa 🥰 

#HOTD #ewanmicthell #aemondtargaryen https://t.co/QR0fl1cSKm",2022-09-21 21:05:23+00:00
555,Wish someone could explain to me why people are  “Rhaenyra lied to her” explaining why Alicent is pissy when Alicent lied to her for months while she was grieving the violent death of her mother and then had to hear she was marrying Rhaenyra’s father in a announcement #HotD,2022-09-21 21:04:38+00:00
556,Is there any trailer or teaser for episode 6? #HouseOfTheDragon  #HOTD,2022-09-21 21:04:10+00:00
557,House of Dragon il remplace une actrice aussi charismatique que Rhaenyra Targaryen car la serie fait un bon de 10ans mais il garde le meme oncle Aegon 🤷‍♂️🤷‍♂️..il aurait dû faire tt pr la garder avec maquillage #HouseOfTheDragon #RhaenysTargaryen #GOT #HOTD,2022-09-21 21:03:14+00:00
558,House of the Dragon season 1 episode 5 ratings rise AGAIN #HOTD #GoT #HouseoftheDragon https://t.co/ykAlOL93CF,2022-09-21 21:03:06+00:00
559,Daddy.. no daddy… daddy… 🥵🥵🥵🥵 #DaemonTargaryen #hotd #HouseOfTheDragon https://t.co/50CCXxIoTF,2022-09-21 21:00:42+00:00
560,"alicent hightower, episode 5.
#HouseOfTheDragon #HOTD https://t.co/LtnmgEE5I7",2022-09-21 20:59:07+00:00
561,Buuu kraliçeyle sevişen her erkek ergen triplerine girmek zorunda mı ya #HotD,2022-09-21 20:58:50+00:00
562,#HOTD time,2022-09-21 20:58:19+00:00
563,E é por isso que o buzzfeed é melhor. https://t.co/JMhbEBGjjY #aCasaDoDragao #hotd #houseOfTheDragon #got #gameOfThrones #serie #series via @Quizur_PT,2022-09-21 20:57:12+00:00
564,"Ainda sobre HOTD: Laenor mozão tudo pra mim, Harwin me f0de Strong, Laena entregadora de beleza, Rhaenys e Corlys, o casal fofoca... Isso aqui é a ELITE dessa série e ninguém tá falando sobre #mikarol #hotd",2022-09-21 20:56:12+00:00
565,finally getting to sit down to house of the Dragon 🐉 #HOTD #HouseOfTheDragon #HouseTargaryen,2022-09-21 20:56:09+00:00
566,I’m not much of a reader because it’s tough for me to focus on a book and I haven’t really read a book in as long as I can remember but I started reading Fire &amp; Blood the #HOTD story. Really cool to read more about Aegon the Conqueror and learn the deeper story lines,2022-09-21 20:54:46+00:00
567,"We are back tomorrow to talk about episodes 4 &amp; 5 of #HotD and we got so much to discuss! Catch up and join us on Twitch at 7:30p/EST 

https://t.co/7kQWtDqnMp

#eliottandnina #HouseOfTheDragon #HBOMax @NinaOnTheAir @EliottKing https://t.co/W7viFb0gk0",2022-09-21 20:53:28+00:00
568,The audacity of a man to ask a woman to walk away from her fucking dragon. Tuh. I wouldn’t leave my dragon for my kids. #hotd https://t.co/YPj2xltcQb,2022-09-21 20:45:57+00:00
569,How can they look like Young Rhaenyra and Aemma all at the same time!! Brilliant casting in this ish maaayynnnn...BRILLIANT!! #HouseOfTheDragon    #HOTD https://t.co/IWFZyOFfmL,2022-09-21 20:45:40+00:00
570,Ser criston est l’exemple vivant qu’un mec hyper beau sans personnalité ne vaut pas une brindille… #daemonsupremacy #hotd,2022-09-21 20:45:22+00:00
571,i need more of this man in upcoming episodes #HOTD @Ryan_Corr https://t.co/4hRTv8W7vt,2022-09-21 20:41:36+00:00
572,"Me declaro fiel a los Verdes 🐉💚 en #HouseOfTheDragon 
#HouseOfTheDragonHBO #TeamVerde #HOTD #Alicent #AlicentHightower https://t.co/HElo3MXGTY",2022-09-21 20:34:51+00:00
573,"In this house, we support both Alicent and Rhaenyra. No, I won't explain. #HouseOfTheDragon #HotD https://t.co/8bGvtDJvtM",2022-09-21 20:32:04+00:00
574,Alicent. Is. Going. To. War! 🖤💚 #hotd #alicent #thegreens #queenalicent #househightower #WeLightTheWay https://t.co/mTXN4aCguV,2022-09-21 20:31:46+00:00
575,Manood nlng pra di mag overthink sinimulan ko na HOTD yung Game of thrones sequel 🔥 tatanda na si Queen Alicent 😩 ~Episode 05 #HOTD,2022-09-21 20:31:44+00:00
576,Corlys also has extreme Bi-wife energy and I'm here for it. #hotd #HouseOfTheDragon https://t.co/HGhnoGwx5P,2022-09-21 20:31:13+00:00
577,"I'm so sorry for asking for more help and money. I feel like I'm cursed and driving everyone away from me. I feel like I'm cursed. I really need help paying for my car repair so I can work. I can't pay you back. #reylo #hotd #andor https://t.co/U3BFyOb01T
https://t.co/XeEwcNaY6l https://t.co/2EcZiJFDaM",2022-09-21 20:30:57+00:00
578,"Parem de dizer que as atrizes Emma D'Arcy e Olivia Cooke parecem velhas, eu tenho a idade delas 😭😭😭

#HouseOfTheDragon #HouseOfTheDragonHBO #HOTD",2022-09-21 20:29:55+00:00
579,RED FLAG ALERT. Got emotionally invested way too fast &amp; acted crazy out of fear. 🚩🚩🚩🚩🚩🚩 major red flag. #SerCriston #hotd  #HouseOfTheDragon,2022-09-21 20:29:48+00:00
580,#hotd is going to subconsciously normalize incest for many btw,2022-09-21 20:29:19+00:00
581,Criston Cole is Westerosi Chris Moltosanti. I can’t unsee it #Hotd https://t.co/ESrkoBsFOq,2022-09-21 20:26:33+00:00
582,Floplicent daughter of Floptto of House Floptower #HOTD,2022-09-21 20:26:03+00:00
583,"Just thinking about #her 😍🥵 #HouseOfTheDragon #hotd It'll always be the ""Gold Wedding"" to me. https://t.co/SCFN6o3K4s",2022-09-21 20:25:40+00:00
584,"||       
                I'm sorry but this makes me laugh so hard #HOTD https://t.co/NrnejdNBTE",2022-09-21 20:24:35+00:00
585,"Rhaenyra: You thought I was feelin you?
#HoTD https://t.co/u1pUsHCwah",2022-09-21 20:23:40+00:00
586,Seems like Im missing alot of backstory on HOTD Sooo i picked up the book today 🐉 #HOTD,2022-09-21 20:20:14+00:00
587,You can see how naive ser criston and Rhaenyra are I can’t wait to see their glow up when they choose violence #HOTD,2022-09-21 20:20:13+00:00
588,Question for my ASOIAF nerds. Do we think the Hightowers are burning Wildfire on that high tower when it's war time and thats why the flame is green? Or is pyromancy too close to magic and therefore oldtown wouldn't mess with it? #hotd #HouseOfTheDragon,2022-09-21 20:19:26+00:00
589,Adult alicent 💚💚💚 #thegreenqueen #theprincessandthequeen #alicent #hotd #WeLightTheWay #thegreens https://t.co/lDCRZtBXv3,2022-09-21 20:18:54+00:00
590,"Viserys’ legacy does make for one hell of a first season though. #Viserys #HOTD #WeLightTheWay 

Full podcast on YouTube: https://t.co/FYAhVDHXrC https://t.co/MvBLu5YQLJ",2022-09-21 20:18:49+00:00
591,"alicent hightower is the most hypocritical fictional character ever, she doesn’t condone incest between uncle/niece but then proceeds to marry her son to her daughter 😭😭😭😭 #HOTD",2022-09-21 20:18:01+00:00
592,"Winter is coming, but so is my original #hotd song. This will be something you can groove to. #HouseOfTheDragon https://t.co/IfMDl9doMM",2022-09-21 20:16:43+00:00
593,"Join @jowrotethis and @MalloryRubin as they discuss on Criston Cole’s bum-ass proposal from this weeks’s #HOTD and how he can learn a thing or two from Mr. Darcy. Listen to House of R on @RingerVerse feed!!

🎥https://t.co/89ngj78LVP",2022-09-21 20:15:20+00:00
594,YALL we just hit yet again another jackpot of episode recording with @lo_the_lynx in our line up of guests this #HOTD season! Coming this Saturday!,2022-09-21 20:14:34+00:00
595,Meme #HOTD https://t.co/4t8MG65ZBo,2022-09-21 20:11:34+00:00
596,Blood &amp; Cheese #HoTD,2022-09-21 20:11:29+00:00
597,Idk who’s more of an idiot…Rob Stark of King Viserys 😒 #GOT #HOTD,2022-09-21 20:11:23+00:00
598,"TL right now...
1. Needless politics
2.Kids play. 🤦‍♀️ smh
3.#HOTD  Spoilers
...................
Need some cleansing",2022-09-21 20:11:05+00:00
599,The queen is really wrapped up in Princess R’s V-card #hotd,2022-09-21 20:09:01+00:00
600,"my favourite asoiaf girlies and their guard dogs &lt;3

tags: sansa stark, sandor clegane, harwin strong, rhaenyra targaryen, hotd, got, game of thrones, house of the dragon, art, illustration #hotd #asoiaf https://t.co/AIVlyEicEN",2022-09-21 20:06:43+00:00
601,"Tonight at 7:30 PM CT/5:30 PM PT, we’ll be on https://t.co/1ypaQdgYQT to talk #Andor , #HotD, and we have special guests! Come hangout with us!! https://t.co/QCPVpRuMC2",2022-09-21 20:06:21+00:00
602,"Rhaenyra gets betrothed.
Ser Criston confesses his undying love, asking Rhaenyra to run away with him.
We discover that Laenor's gay &amp; who his bf is.
Laena shows us her hoe side😏.
The Velaryons make a jaw-dropping entry at the ""party"". 1/2
#HouseOfTheDragon #HOTD",2022-09-21 20:05:02+00:00
603,#DAEMYRA: gemini feed. | #edit #hotd #HouseOfTheDragon #daemon #DaemonTargaryen #rhaenyra #RhaenyraTargaryen https://t.co/fEtsBM3DZi,2022-09-21 20:04:11+00:00
604,"Lo dije y varios me replicaron pero….

“ Ryan Condal: Daemon no quería matar a Rhea Royce. Lo hace al final o bien por la provocación o bien por clemencia ante su estado.”

Aclarado queda por el showrunner

#LaCasadelDragon #HouseOfTheDragon #HOTD #DaemonTargaryen https://t.co/DzkDGQI0zL",2022-09-21 20:03:51+00:00
605,Im making my life purpose gate keeping Cersei from alicent stans #hotd https://t.co/zTFlmjGXuL,2022-09-21 20:03:38+00:00
606,"Matt's Musical Analysis for S1E05 of #HouseOfTheDragon #WeLightTheWay is now available wherever you get your #hotd content
Spotify: https://t.co/yQ1UdWMF7d
YouTube: https://t.co/ZtAICSzRl9",2022-09-21 20:03:25+00:00
607,The Old and the Young! #HOTD #HouseOfTheDragonHBO https://t.co/UlbLx9a08U,2022-09-21 20:02:10+00:00
608,CRAQUE DO JOGO hojePegou 2 gatos e conseguiu a demissão do Leo Dias#jogaejoga #HouseOfTheDragon #hotd #Rhaenyra https://…,2022-09-21 20:02:09+00:00
609,I get more excited about #HOTD everyday. This article was great! Excited to have them for the rest of the series. https://t.co/J08A2S4J5Z,2022-09-21 20:01:34+00:00
610,Yall gon be pissed when everybody dead at the end #HOTD,2022-09-21 19:59:48+00:00
611,Ser criston tasted Targaryen pussy and he went mad 🤦 #hotd,2022-09-21 19:59:14+00:00
612,"THE HIGHTOWER - tequila, orange juice, pineapple juice, blue curaçao, and glowing ice to call your banners to war ❇️ #hotd #episodefive #WeLightTheWay https://t.co/Xoj5Rna4WJ",2022-09-21 19:57:40+00:00
613,"Your feedback for S1E05 of #HouseOfTheDragon #WeLightTheWay is now available wherever you get your #hotd content!
Spotify: https://t.co/BlG9xAcITM
Apple: https://t.co/szYWBzGUZH
YouTube: https://t.co/AkZ6sIQ5Ul",2022-09-21 19:57:26+00:00
614,#HOTD did a fine job casting 😮‍💨 https://t.co/k3Rtd0XObK,2022-09-21 19:55:53+00:00
615,#HouseOfTheDragon #hotd https://t.co/gcwJuEGaN2,2022-09-21 19:55:08+00:00
616,both dead to me now #HOTD https://t.co/mtfMy722dO https://t.co/FiV0b2gKek,2022-09-21 19:54:35+00:00
617,"مستمتع كثير بحلقة الكواليس الخامسة ♥️♥️
تفاصيل دقيقة عن بناء قلعة الهاي تايد في دريفتمارك وعن التحضير لوليمة الزفاف وكذلك الازياء المستخدمة فيه 
بالاضافة الى مشاهد الفخر لدى الهايتاورز او ما يقابلها من احتقان ومؤامرات في المملكة 

#HOTD 
#HouseOfTheDragon https://t.co/ZapTGREkaD",2022-09-21 19:53:35+00:00
618,#HOTD Can we all talk about why Daemon is always not you know….?,2022-09-21 19:53:24+00:00
619,"بدت توحشني ياخي🥲💔
#HouseTargaryen 
#HOTD https://t.co/mFvmiVwlRp",2022-09-21 19:52:03+00:00
620,Ser Criston 🤔🤦‍♂️… #HOTD,2022-09-21 19:51:19+00:00
621,Been a #Simp for #MattSmith since #Eleven n #DoctorWho #HOTD #DaemonTargaryen 🤤🤤🤤😍😍 https://t.co/BBstxET7M7,2022-09-21 19:51:10+00:00
622,"This is out of context and no spoilers yet but what side are we on?

#HOTD",2022-09-21 19:50:58+00:00
623,"If Tywin Lannister was around during #hotd he’d wax these pathetic Targaryens in less than a week, dragons or no dragons",2022-09-21 19:49:12+00:00
624,"Claramente a Alicent no le molesta con quien coja Rhaenyra, sino que coja y no le cuente.

#HotD",2022-09-21 19:47:50+00:00
625,"“So take me, then. Has this not been your purpose? I am not married yet, but the hours pass swiftly. You are surely armed. Cut through my father’s Kingsguard. Take me to Dragonstone and make me your wife.”

I’ve never felt more alive. I hate this fucking show. #hotd",2022-09-21 19:47:48+00:00
626,"https://t.co/6CtUtNldb6
Brand new episode of Whats The Dragon! I with the bro @lambielikesit to break down episode 5 of #HOTD ! Enjoy!
#HouseOfTheDragonHBO #HouseOfTheDragonEp5 #DemThrones #DemDragons 

Apple - https://t.co/IhXDTSSHlx
Spotify - https://t.co/jzztWpsK3c",2022-09-21 19:47:14+00:00
627,my moral compass after starting #hotd: 🗑 https://t.co/TDkxQrzlbf,2022-09-21 19:46:24+00:00
628,"she serve here. #Alicent #HOTD 
https://t.co/tPwAH5qlUe",2022-09-21 19:45:49+00:00
629,"Everybody talking about how got the men are while Eve Best is the only one I see I'm sorry 

#HouseOfTheDragonHBO #HOTD https://t.co/gDQHkPqNKl",2022-09-21 19:45:31+00:00
630,"https://t.co/f3Oy5Vle3g
Brand new episode of Whats The Dragon! Sat with the man @lambielikesit to break down episode 5 of #HOTD ! Enjoy 

Apple - https://t.co/dQgA7lUQEt
Spotify - https://t.co/PJO0Gbb3tQ",2022-09-21 19:44:49+00:00
631,"The whole damn time Daemon's been trying (verbally &amp; non-verbally) to tell Viserys to man up, but that weakling won't listen🤦🏽‍♀️ #HOTD #HouseTargaryen #HouseOfTheDragonHBO #HouseOftheDragon https://t.co/pGqsKg38Zx",2022-09-21 19:44:45+00:00
632,eu vendo vídeo sobre o livro que é basicamente um video de spoiler da série e nossa... vai ser punk #hotd,2022-09-21 19:41:56+00:00
633,Pronta pra guerra #HOTD https://t.co/w0ZFumAMNP,2022-09-21 19:40:41+00:00
634,"#HOTD I wonder once Viserys passes, if they are gonna start calling Alicent Queen-Regent like Cersei. Or Just Queen Alicent.",2022-09-21 19:39:04+00:00
635,"Go on girl give us nothing...

The fact that her house had to stand up to show support and make ppl aware that she entered the room just shows that nobody gives a fvck about her
#HouseoftheDragon #HOTD https://t.co/hJfLnnAc4k",2022-09-21 19:37:13+00:00
636,"Dunno about you guys, but I’m still living here!🔥🥵 #daemyra #RhaenyraTargaryen #daemonTargaryen #hotd #HouseOfTheDragonHBO https://t.co/k0vP3UOsYS",2022-09-21 19:37:10+00:00
637,#DAEMYRA: under the influence | #edit #hotd #HouseOfTheDragon #rhaenyra #RhaenyraTargaryen #daemon #DaemonTargaryen https://t.co/Mymk3bs2t2,2022-09-21 19:33:23+00:00
638,"Low effort meme, but it's legit #RingsOfPower #HOTD #GOT #LotR https://t.co/dtlqSXv6VG",2022-09-21 19:32:55+00:00
639,😭😭😭😭😭😭 #HOTD #HouseOfTheDragon https://t.co/tEknrILidi,2022-09-21 19:31:25+00:00
640,Cristin Cole listens to Drake #HouseOfTheDragon #HOTD #HouseOfTheDragonEp5 #HouseOfTheDragonHBO,2022-09-21 19:31:12+00:00
641,Being a fashion icons runs in the family isee  #hotd https://t.co/zKdSPCuI2z,2022-09-21 19:30:54+00:00
642,Can not wait for Sundays #HOTD https://t.co/mmHoMOvUxl,2022-09-21 19:27:22+00:00
643,J’arrive ENFIN à me poser devant l’épisode de #HOTD il était temps 😮‍💨,2022-09-21 19:23:34+00:00
644,"Daemon being the only person not standing for Alicent and then in few episodes bending the knee in front of Rhaenyra is why this show is great. Set up, pay of 🥰 #HouseTargaryen #HOTD https://t.co/DCxHHZoe0c",2022-09-21 19:23:15+00:00
645,AYOOOO wtf i knew the uncle was sketch #hotd,2022-09-21 19:18:04+00:00
646,"SHE KNOWS
THEY KNOWS
WE KNOWS 😌😏🤭

#HOTD 
#HouseOfTheDragonHBO 
#HouseOfTheDragonEp5 
#DaemonTargaryen 
#RhaenyraTargaryen https://t.co/StqpoAkOzd",2022-09-21 19:17:58+00:00
647,LMFAO YUP! #HouseOfTheDragonHBO #HOTD #Houseofthedragon https://t.co/L700ooZNch,2022-09-21 19:16:41+00:00
648,Ninguém reparou que Daemon mexeu na faca justamente quando dona Rhaenyra foi dançar com o esposo? Hahaha Os ciúmes que pedi estavam lá! #hotd,2022-09-21 19:15:51+00:00
649,okk #HOTD i see you,2022-09-21 19:15:18+00:00
650,Rhaenyra’s kids invited them to dragonstone for the coronation lol #HOTD https://t.co/OIpLIbHRy4 https://t.co/Q0LKVzXMHK,2022-09-21 19:15:13+00:00
651,"#HOTD 

بدون اي مبالغة كريستون كول هو افضل شخصيه في البارت الأول مر في مراحل تغير في الشخصيه جدا عظيمه متحمس عشان اشوف وش بيسوي مع ايموند و ايغون https://t.co/n4Sd0h8kpl",2022-09-21 19:15:12+00:00
652,Team Black all of the way! #Hotd https://t.co/Tl83V7pwBj,2022-09-21 19:14:06+00:00
653,God's Wood #HotD #GOT https://t.co/16WTbuYwhc,2022-09-21 19:13:14+00:00
654,"شريفُ القَلب فـِعله اثّقلت كاهِلُه ..
#CristonCole #HOTD https://t.co/liqQgvR2Xj",2022-09-21 19:12:09+00:00
655,"The “soul bees” accessories in @HOTDNFT Angels collection

You can mint the Angels for free if you own the OG #HoTD or you can on secondary. Join the group chat on Twitter. Dev/artist is there. https://t.co/Szrg98ZA6S",2022-09-21 19:11:47+00:00
656,"Confirmed by Ryan Condal, the show writer himself: Daemon DID NOT go to the Vale with any intention of killing his wife. He eventually does it either because of her final provocation or as a clemency, given her post-accident state.

#HouseOftheDragon #HOTD #HouseOfTheDragonHBO https://t.co/LalZzhF4T6",2022-09-21 19:09:45+00:00
657,"He wants to elope with Rhaenyra specifically because he can't live with the shame of breaking his vows by sleeping with her and feels marriage is the best way to somewhat recover from the dishonor. 
His bitch ass #HOTD #CristonCole",2022-09-21 19:09:35+00:00
658,Alicent shopping etsy for baby shower gifts for Rhaenyra #HotD https://t.co/Qx4gtsHRTX,2022-09-21 19:06:06+00:00
659,"I wonder if HBO or the showrunners regret killing off so soon or not explaining a damn thing about some of the most loved character?? So many people getting attached to Harwin/Laena/Laenor/Lyonel..
#RhaenyraTargaryen
#HARWINSTRONG #HouseOfTheDragon #HOTD #HouseOfTheDragonHBO",2022-09-21 19:05:54+00:00
660,Po Daemonu Targarijanu vidim da mi je ukus za muskarce ozbiljno problematican #daemon #HOTD,2022-09-21 19:05:53+00:00
661,Is it wrong the only thing I want to watch right now is #HotD S1Ep4?,2022-09-21 19:05:43+00:00
662,"We’re down a Sistah but blessed with a special guest! Join the Sistahs &amp; Ser Zombie Scotty as we discuss #HOTD E4 titled “King of the Narrow Sea.” 

https://t.co/8XNaZKJabz",2022-09-21 19:05:39+00:00
663,I swear they did this shit cause they know I’m ditching this shit after episode 10 of #HOTD on October 23rd. https://t.co/wmhzXvRfk8,2022-09-21 19:04:57+00:00
664,"Did we really see what we saw?! Join the Sistahs as we discuss #HOTD E3 titled “Second of His Name.” 

https://t.co/ZhkuT0grEc",2022-09-21 19:02:59+00:00
665,Kudos to House of the Dragon for including LGBT characters. Non-kudos (I made up a word) for immediately killing them off. #HOTD,2022-09-21 19:02:52+00:00
666,Ppl hating Rheanyra because she got horny n wanted to fuck is silly to me lol #HOTD,2022-09-21 19:02:19+00:00
667,Just thinking about how Alicent visited the Godswood to question her belief in Rhaenyra when neither one of them believe in the Old Gods but they did believe in each other. Until they didn't. #hotd,2022-09-21 19:01:46+00:00
668,Eu te amo @amazonBR #fogoesangue #CasadoDragao #HouseOfTheDragonHBO #HOTD https://t.co/ntQZTdeEmu,2022-09-21 19:01:24+00:00
669,"THE MOST KIND AND  MERCYIOUS KING IN WESTROUS

 #HOTD https://t.co/VyagGgLvhM",2022-09-21 19:00:20+00:00
670,#HOTD has me watching @GameOfThrones again. What lesson have I learned so far? Say ‘no’ to your friends whenever you like - saying ‘yes’ when you don’t want to could lead to a headless situation (as well as a heaping of other chaos).,2022-09-21 19:00:01+00:00
671,"#DemThrones realm is back with #HOTD and so are we! Join the Sistahs as we discuss E2 titled “The Rogue Prince.” 

https://t.co/75hsyk1Cy3",2022-09-21 18:59:39+00:00
672,"Why do we still have to ask this? 
#HouseOfTheDragonHBO #HOTD https://t.co/KqZo2Lz7lq",2022-09-21 18:59:20+00:00
673,"Laena Velaryon flirting with Daemon at the wedding 

#HouseOfTheDragonHBO #HouseOfTheDragon #HOTD #HouseVelaryon #LaenaVelaryon #DaemonTargaryen https://t.co/65a40RVq8f",2022-09-21 18:58:18+00:00
674,El final del capítulo be like#HouseOfTheDragon #hotd https://t.co/veCcURcFDH,2022-09-21 18:58:11+00:00
675,"Oberyn vibes 😖
#HOTD 
#HouseOfTheDragonEp5 https://t.co/SdPJRFpWgB",2022-09-21 18:58:10+00:00
676,"OMG!?! dilf and milf are coming for us 
#HouseOfTheDragon #hotd https://t.co/WFrwwKy2s6",2022-09-21 18:56:17+00:00
677,A serve #HOTD https://t.co/AOPHs7zKpO,2022-09-21 18:56:05+00:00
678,"#DemThrones realm is back with #HOTD! 

Join the Sistahs as we discuss the series premiere of #HouseOfTheDragon titled “The Heirs of the Dragon.”

https://t.co/MD347PAwO6  
https://t.co/8cChjnBSeM",2022-09-21 18:55:59+00:00
679,"Rhaenyra with her son’s Jacaerys &amp; Lucerys 
#HouseOfTheDragon #HOTD https://t.co/pURWxhuB6a",2022-09-21 18:54:28+00:00
680,House of the Dragon episode 5 is an 8/10. We know that episodes with weddings are going to be incredibly chaotic. Thought it was well acted and had great attention to detail. We’re finally passed the plot-building part of the show and I’m very excited for episodes 6-10 #HOTD,2022-09-21 18:54:17+00:00
681,"it’s funny how my brother hates Daemon and wants to watch him die a slow and painful death, meanwhile he’s my fave 😭 #hotd",2022-09-21 18:52:13+00:00
682,"ستكون ايامك سهله🍃
 ولياليك أمنه تحت حمايتي🥹.
.
.
#HouseOfTheDragonHBO
#HouseOfTheDragonEp5
#HOTD https://t.co/txpfRkCaRO",2022-09-21 18:51:59+00:00
