,tweets,time
172,whaaaat makes #ottohightower soooo sure the realm would force #rhaenyra to kill her siblings??? no trust in the realm? #hotd #fireandblood,2022-09-22 03:31:39+00:00
173,Easy. Of course it's Jinho. I'll make him watch #HOTD 😹 https://t.co/6EqYPqeRBt,2022-09-22 03:30:02+00:00
174,i imagine GRRM whispering “the beacon of the #hightower— do you want color it glows when oldtown calls its banners to war? 😏GREEN” 🤌🏾🤌🏾🤌🏾 #hotd #fireandblood,2022-09-22 03:29:22+00:00
175,Really fighting my sleep catching up on #HOTD,2022-09-22 03:28:40+00:00
176,"Bro I STILL haven’t rewatched episode 5 of #HotD I am still too bamboozled and shocked at Criston my boy, how could he do this to me",2022-09-22 03:27:19+00:00
177,"""they're bastard🤡""NO THEY'RE THE MOST WELL PLANNED CHILDS IN WESTEROS
THE FAMILY PLANNING OF #Rhaenyra&amp; LAENOR IS SO NICE AND OPEN MINDED THAT YOU NARROW MINDED PEOPLE GONNA NEVER UNDERSTAND
NEVER CALL SOMEONE'S CHILD BASTARD IF THEY ADOPT IT
DON'T BE H0M0PHOBIC &amp; BULLY
#hotd",2022-09-22 03:27:15+00:00
178,"Laenor and Rhaenyra are best queer parents in the 7 kingdoms

#HouseOfTheDragon #HotD #RhaenyraTargaryen #laenorvelaryon https://t.co/BN4WFK9eZ6",2022-09-22 03:25:50+00:00
179,so #HouseOfTheDragonHBO in its first 5 eps is racking up 66% of the viewers the FINAL season of GoT had…set in the same world but performing worlds apart iktr! #HOTD #DemDragons https://t.co/2W6XjtKizC,2022-09-22 03:25:44+00:00
180,whaaaaat....i would totally never draw fanart for a show i've never even seen....pfft...what... #hotd #HouseOfTheDragon https://t.co/NT7hKniwfH,2022-09-22 03:23:51+00:00
181,"""‘House of the Dragon’ Averaging 29 Million Viewers Per Episode, Audience Rises 3% in Week 5"" #HouseOfTheDragonHBO #HOTD #HouseOfTheDragon by @Variety 
https://t.co/GL6qK2YdOD",2022-09-22 03:22:11+00:00
182,"I wanna punch AEGON in his RUDDY FACE so fucking badly!!!! 
#HOTD #HOUSEOFTHEDRAGON https://t.co/0QEZfuyp6K https://t.co/m2k41PdXI7",2022-09-22 03:21:01+00:00
183,Alicent was tryna help her😭😭🫣#HOTD https://t.co/khCkahAqeM https://t.co/GsSJ10lh9F,2022-09-22 03:20:38+00:00
184,Hubby 😍😍😍 #harwinstrong #hotd #houseofthedragon https://t.co/clAejmMFxU,2022-09-22 03:19:30+00:00
185,Their family is so cute ngl #hotd #HouseOfTheDragon https://t.co/le6KLGcYVv,2022-09-22 03:18:23+00:00
186,I need to talk about Henry II but honestly #hotd is getting all of me. Frankly I am not going to be sorry because if ppl can talk about their passions here so can I.,2022-09-22 03:17:16+00:00
187,Laenor still fine I see 👀....#HOTD,2022-09-22 03:17:11+00:00
188,#HOTD https://t.co/ba6j5MXgik,2022-09-22 03:16:06+00:00
189,"Mi primera casa, los Stark.
Mi segunda casa, los Velaryon.
Veamos si luego de #hotd eso cambia 👀",2022-09-22 03:14:48+00:00
190,The way I will protect this sweet Angel fiercely! #hotd Sweet Helaena 🐉❤️ https://t.co/iqXWy1wHgg,2022-09-22 03:14:34+00:00
191,#OMG #HOTD,2022-09-22 03:14:23+00:00
192,"Daemon with his daughters!! 
Oh my Heart!!🥺♥️
Daemon with Laena he looks so soft!! 

I am so excited to see their bonding!!

#HouseOfTheDragon 
#hotd https://t.co/MIDJAb50aC",2022-09-22 03:13:05+00:00
193,"One issue I've been having with the production since GOT's pilot episode and still am having with the #hotD today is the Queen's wardrobe. It should be a showcase for the Crown's wealth and power. Cersei would've given herself a wardrobe matching that of Elizabeth I, https://t.co/vKJ8BmaIh6",2022-09-22 03:09:37+00:00
194,"Who's gonna cause more havoc?
Daemon or Aemond?

 #HouseOfTheDragonHBO #HOTD #HouseOfTheDragon #DaemonTargaryen #Aemond #HBOMax #HBO https://t.co/Pbg7xrtnHV",2022-09-22 03:06:31+00:00
195,"The one where @NotGlidus talks 💩 about a Bracken and stans a Blackwood, as we all should: #hotd #HouseOfTheDragonHBO #HouseOfTheDragon 
https://t.co/4jWIdmGFv6 https://t.co/QWy1KujP0z https://t.co/GQhKiX9OOM",2022-09-22 03:06:04+00:00
196,My love of toxic men grows. Thank you daemon targaryen. 😂😂😂😂 #HOTD,2022-09-22 03:04:31+00:00
197,"Damn 🥰
#HouseOfTheDragonEp5
#hotd https://t.co/l2rrRT7K4k",2022-09-22 03:04:19+00:00
198,"#Alicent commands Ser Criston to do something extra awful and he has even less than no choice but to do it?
#HOTD #HouseOfTheDragon https://t.co/B1Y97lhmKK",2022-09-22 03:04:10+00:00
199,"""Rhaenyra and Laenor's open marriage is so modern."" 

NEWS FLASH! Concubines are not a new concept.

#HouseOfTheDragon #HOTD",2022-09-22 03:03:50+00:00
200,Ya está online el resumen de reacciones del capítulo 5 de #LaCasaDelDragón !!! Podés leerlo aquí =&gt;Twitteamos el camino - HOTD recap https://t.co/VOhSxRqiQc #HOTD #HouseOftheDragon,2022-09-22 03:03:48+00:00
201,¡Encantada de que por fin salió el primer episodio! #FrenteAlFuego #HBO #HOTD https://t.co/6vsGKTjGRN,2022-09-22 03:01:15+00:00
202,"Daemon pai de menina.

É esse o tweet.

#HOTD 
#HouseOfTheDragonHBO https://t.co/FY4CIUCpep",2022-09-22 03:01:00+00:00
203,I guess we’ll call it the Green Wedding. #Alicent’s green dress won the event. #hotd #HouseOfTheDragonHBO #HouseOfTheDragon https://t.co/PW3fovdpRG https://t.co/ER3zqaaiW7,2022-09-22 02:59:01+00:00
204,So can the king in #HOTD be getting poisoned? Dude got shit health care,2022-09-22 02:58:40+00:00
205,Cristen Cole hasn’t aged a day meanwhile Rhaenyra and Alicent have changed into different people #HOTD https://t.co/ivof4tCmAa,2022-09-22 02:55:18+00:00
206,Girl dad Daemon might truly be the end of me. It was nice knowing you all #hotd https://t.co/M10U8Wm6XU,2022-09-22 02:54:40+00:00
207,"#HouseOftheDragon  #hotd #HouseOfTheDragonHBO 
 Daemon t'es pas content ?
Exile. https://t.co/KXF8NtqX76",2022-09-22 02:54:04+00:00
208,Fans of #HotD are about to get their minds blown by the volume of weird names they'll have to learn. Next episode will have roughly 7 new named Targaryens/Velaryons and that's not necessarily all of them,2022-09-22 02:53:57+00:00
209,Le mélange Targaryen-velaryon une Dinguerie quand même #HOTD #HouseOfTheDragonHBO #HouseOfTheDragon https://t.co/enkAVfofP0,2022-09-22 02:52:50+00:00
210,Ya quiero que sea Domingo a las 8:00pm para juzgar y opinar el nuevo episodio de #HOTD con @emcl26 🥰🥰🥰🥰,2022-09-22 02:52:45+00:00
211,These next 5 episodes are going to be so good. #HouseOfTheDragon #HOTD #HouseOfTheDragonHBO #DaemonTargaryen #HouseTargaryen #HouseVelaryon https://t.co/DVEi37PInz,2022-09-22 02:52:18+00:00
212,Demm princess rhaenyra nk kahwinn #HOTD,2022-09-22 02:51:14+00:00
213,Elles sont TELLEMENT BELLES #HOTD #HouseOfTheDragon https://t.co/Hvl2jvkreD,2022-09-22 02:49:11+00:00
214,The writers got a thing for dramatic wedding scenes. 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 #HOTD,2022-09-22 02:48:39+00:00
215,“So you want me to be your whore” #HOTD https://t.co/x6UEyv8HLY,2022-09-22 02:46:47+00:00
216,Which #HouseOfTheDragon character listens to Taylor Swift’s 10-minute version of All Too Well on repeat? #RhaenyraTargaryen #AlicentHightower #LaenaVelaryon #hotd #HouseOfTheDragonHBO #CristonCole,2022-09-22 02:45:55+00:00
217,"New picture of mother alicent hightower and helaena just dropped they look so good 🥹 
#HouseOfTheDragon #HOTD https://t.co/J5mTLlM55u",2022-09-22 02:45:53+00:00
218,"Once you taste something good, then you want better. #GOT #HOTD https://t.co/erGgfNAUsv",2022-09-22 02:44:02+00:00
219,a família de milhões de westeros #hotd https://t.co/RB9xoJzIAa,2022-09-22 02:43:19+00:00
220,"LEGIT!!!!!
#HOTD #HOUSEOFTHEDRAGON https://t.co/he6lL9oulr",2022-09-22 02:43:06+00:00
221,Eu vendo os teaser e personagens de #HOTD e pensando: ces vai tudo morre…,2022-09-22 02:42:13+00:00
222,Same ENERGY #HouseOfTheDragon #HOTD #HouseOfTheDragonHBO https://t.co/BYf4l4lHfI,2022-09-22 02:40:00+00:00
223,"Ya quiero que sea domingo, para ver la Dragonovela! 
#HouseOfTheDragonHBO 
#HOTD",2022-09-22 02:39:49+00:00
224,"I just want to be in a room which there are no others with Daemon for 30 minutes, I could change him 🥹 
#HOTD https://t.co/lcvaHYV3lg",2022-09-22 02:37:58+00:00
225,"Baela, and Rhaena Targaryen. 
#HouseOfTheDragon #HOTD https://t.co/RAYjNe9xN3",2022-09-22 02:37:14+00:00
226,Not enough people are talking about Mushroom playing the drums during the wedding @jowrotethis #hotd,2022-09-22 02:37:00+00:00
227,Pensando em usar a música de T.S. como canção medieval da minha fic de #hotd,2022-09-22 02:35:38+00:00
228,Me han bendecido el TL con Stills recién sacado de de #HOTD que más bello le puede pasar a uno :),2022-09-22 02:33:57+00:00
229,Of course Daemon would have the coolest looking family 😂💯. #HouseOfTheDragon #HOTD #HouseOfTheDragonHBO https://t.co/arv26qYLLw,2022-09-22 02:33:52+00:00
230,'House of the Dragon' Just Won’t Let the Gays Be Happy #HOTD https://t.co/4j89XAlKJ3,2022-09-22 02:33:04+00:00
231,"New picture of mother alicent hightower and helaena just dropped they look so good 🥹 
#HouseOfTheDragon #HOTD https://t.co/bHvmbH0xei",2022-09-22 02:32:35+00:00
232,"So Rhaenyra just gave birth and Alicent not only made her go there, but right into her room - that happened to be Aemma's room. The parallels between this scene and Aemma's in episode 1.

#HOTD https://t.co/6flaYsG329",2022-09-22 02:32:06+00:00
233,ياساتر! Ramin Djawadi قفل ملفات الموسيقى التصويرية! واتفوق على الكاتب والمخرج وكل طاقم المسلسل #HOTD,2022-09-22 02:30:17+00:00
234,“We Light the Way” (contains spoilers) #GameOfThrones #HouseOfTheDragon #hotd #FireAndBlood #HouseTargaryen #CastItIntoTheFirePodcast https://t.co/aU3XUODJNh,2022-09-22 02:29:34+00:00
235,"Gentlemen, choose your poison:

Greens Team:
An alliance of the most annoying hoes around, who are led by a prig

Black's Team:
A group of messy bitches who live only for and because of drama

#HOTD #HouseOfTheDragonHBO #HouseTargaryen https://t.co/Ez1i1MkbfS",2022-09-22 02:28:39+00:00
236,"#CristonCole 

#HouseOfTheDragonHBO #HouseOfTheDragonEp6 #ACasaDoDragao #HOTD https://t.co/4cKPZ7LVd4",2022-09-22 02:28:35+00:00
237,"alicent with her daughter helaena targaryen and criston cole with aegon ii
#HouseOfTheDragon #HOTD https://t.co/NMrXCLZJ2L",2022-09-22 02:25:46+00:00
238,"하우스 오브 드래곤 자막 보는곳 https://t.co/E2Jjv1iOOx

#houseofthedragon
#Hotd
@gustntlqkfidh https://t.co/RN1yDEDXyC",2022-09-22 02:25:28+00:00
239,"The friendship between laenor and Rhaenyra : 

#HOTD #HouseOfTheDragonHBO #HouseOfTheDragon https://t.co/9kKD83DylQ",2022-09-22 02:25:07+00:00
240,"la diferencia es q en got era algo impactante ver dragones, su primer aparicion al final d la 1er temporada, y despues verlos crecer era todo waw. en hotd es tipo, aja un dragon😶 bueno a ver q hace daemon hoy
#HouseOfTheDragonHBO 
#LaCasaDelDragón 
#GameOfThrones #HOTD",2022-09-22 02:22:47+00:00
241,"”A man among the people said, “O Messenger of Allah, even if it is something insignificant?” The Prophet said, “Even if it is a twig of the Arak tree.”

#hotd #mssnsomolu #pathofpeace https://t.co/c1NPstl5qc",2022-09-22 02:21:45+00:00
242,"Se tem uma coisa que tá muito boa nessa ""era"" das séries com #AnéisDePoder e #HOTD é o trabalho dos criadores de conteúdo para cobrir essas obras! É tanto uma companhia pra quem acompanha, mas também uma forma de engrandecer os dois universos, através do conhecimento. Muito legal",2022-09-22 02:21:14+00:00
243,"Maravilhosa e determinada! A força no rosto dessa mulher!! E a mantinha do joffrey fazendo jus ao gosto dela. 🥹❤
#HouseOftheDragon #HOTD #Rhaenyra https://t.co/IMsqD5ztGe",2022-09-22 02:20:35+00:00
244,Seems insane that we’re just gonna time jump over Daemon climaxing for the first time?? #hotD,2022-09-22 02:20:32+00:00
245,"Keeping up with the Targaryens
#HOTD #HouseOfTheDragonHBO #HouseOfTheDragonEp5 https://t.co/68vhchQ5ww",2022-09-22 02:19:36+00:00
246,Ser Criston dumb af. She wasn’t even talking about you. #HOTD,2022-09-22 02:19:20+00:00
247,"Hear me out. You can hate Daemon with all your heart, but he is a good father, no doubts in this.

#HOTD https://t.co/XKnC3LprJq",2022-09-22 02:18:34+00:00
248,All caught. #HOTD had me in a chokehold. Smh,2022-09-22 02:18:21+00:00
249,Y’all I didn’t notice this earlier but notice how Aegon is dressed in Green and Jacaerys is in Red and black? 👀 #hotd #HouseOfTheDragonHBO https://t.co/EfLDFFfgxd,2022-09-22 02:17:21+00:00
250,"Laena Targaryen and Daemon Targaryen 🥰
Going to be Best Targaryen Couple. 

#HouseOfTheDragon #HOTD https://t.co/8hslW9NJnv",2022-09-22 02:16:32+00:00
251,"— posso?
— pode 

*começo a explicar do pq game of thrones é a melhor série do mundo* #hotd",2022-09-22 02:16:19+00:00
252,"Episode 6 still cuts of Dadda Daemon, his preggers wifey Laena and his twin daughters Baela and Rhaena Targaryen 🤍🤍🤍🤍
#HOUSEOFTHEDRAGON #HOTD #HOUSEOFTHEDRAGONHBO https://t.co/b45VhWzIPP",2022-09-22 02:15:59+00:00
253,"Como pode o Daemon ser tão perfeito???

#HouseOfTheDragonHBO 
#HouseTargaryen
#HOTD https://t.co/U92R2JwZwL",2022-09-22 02:15:32+00:00
254,"Mother &amp; Daughter through the years
#HouseOfTheDragon 
#HOTD https://t.co/rWbNgS5IY4",2022-09-22 02:15:22+00:00
255,Chills 🔥🔥 #HOTD https://t.co/SbR4dGn4HC,2022-09-22 02:14:23+00:00
256,Sir Criston Cole talking to Rhaenyra about that damn cloak 🙄😂 #HouseOfTheDragonHBO #HOTD https://t.co/7BVfgtN9ED,2022-09-22 02:14:02+00:00
257,"“Diga-me com quem tu andas… que direi quem tu és.”
O ditado é assim não é? #HouseOfTheDragonHBO #HouseOfthedragon #HOTD https://t.co/vTbT3jqEvv",2022-09-22 02:12:43+00:00
258,Ser Criston in his free time #HOTD https://t.co/hgL5D5VdUn,2022-09-22 02:12:32+00:00
259,he has to be giving them the coldest game in westoros 🤣. all the secret passages in the red keep #hotd #fireandblood https://t.co/s4XCXkmzs1,2022-09-22 02:11:42+00:00
260,Colocando #HOTD em dia e CANCELA GENTE a gay sofreu 🤧😓 https://t.co/uXbmUhxBqw,2022-09-22 02:11:15+00:00
261,"Baela, Rhaena, I'M GOING TO DEFEND YOU!

Can't belive we are going to see them finally!

#HOTD https://t.co/o6xdBhuCgn",2022-09-22 02:10:10+00:00
262,"https://t.co/T0wUHyVHGr

I will help you turn one-time customers into high-paying customers.
I will help your increase your brand visibility.

 Puerto Rico, 60 Minutes, Green Bay.
HouseOfTheDragon, Ser Criston, Bears

#HouseOfTheDragon
#Wordle 457 X
#HOTD
#queensfuneral
#Bears https://t.co/poMmRdXDYV",2022-09-22 02:08:56+00:00
263,"Princess Helaena grew up so well
#HouseOfTheDragon #HOTD https://t.co/SDnm9rMaSB",2022-09-22 02:07:36+00:00
264,من الصور اللي نزلت القفزه مو 10 سنوات زي مايقولون شكلها 15 او اكثر المبزره كبار مره 🤧 والكل تغيير الا الغثيث كرستون كول زي ماهو 🤧 #HOTD,2022-09-22 02:06:08+00:00
265,Finally watched ep 5 of #HOTD 😳,2022-09-22 02:04:53+00:00
266,"They are just gonna become enemies and act like it’s not breaking MY heart, huh?? #HOTD https://t.co/fMrCdlEWLe",2022-09-22 02:04:34+00:00
267,"Baela, Rhaena, Helaena, Jace, Luke, baby Joffrey, Aemond, get behind me I'M GOING TO DEFEND YOU!

Can't belive we are going to see them finally!

#HOTD",2022-09-22 02:03:02+00:00
268,"Agora o exílio vem... 

#HouseOfTheDragon #HouseOfTheDragonHBO #HOTD #HouseTargaryen #DaemonTargaryen https://t.co/w4bTe7EG2h",2022-09-22 01:59:52+00:00
269,daemon com a laena e suas filhas baela e rhaena 🥹💕 #hotd https://t.co/j5rgv0BxC4,2022-09-22 01:59:38+00:00
270,"the name cristan was chosen with a heap of blatant audacity lol 

#hotd",2022-09-22 01:58:58+00:00
271,"Watching the feast and my neck just start to get tense, of course some foolishness was about to go down #HOTD",2022-09-22 01:58:31+00:00
272,"you know what, i might live tweet #hotd this weekend but we’ll see",2022-09-22 01:56:45+00:00
273,"Took that moment and absolutely owned it. The music was perfect and the tension was high #HOTD

Amazing acting by Emily Carey too. They were able to have all eyes on her and absolutely kill it. https://t.co/uJg6sQQ4vT",2022-09-22 01:55:47+00:00
274,"Estava lendo o blog de George Martin e olha que gracinha esse artigo que ele escreveu, ainda em 2021, sobre o nosso ""querido"" Criston Cole"". #HouseOfTheDragonHBO HotD / house of the Dragon #HOTD https://t.co/d1m5BKWCaO",2022-09-22 01:55:39+00:00
275,Essa aí vai sofrer um tantinho #HotD https://t.co/DTuK0Ezi99,2022-09-22 01:54:53+00:00
276,i can't wait to see dad Daemon #hotd,2022-09-22 01:54:49+00:00
277,"Daemon malewife era is coming! He looks so soft and gentle 🥺 Kudos to Laena cuz it looked like the rogue fckn prince behaved for 10 years! What a girlboss!

#HouseOfTheDragon #HOTD https://t.co/bW4jVVNQQE",2022-09-22 01:54:34+00:00
278,"Does it ever drive you crazy
Just how fast the night changes?
#HouseOfTheDragon #HOTD 
#DaemonTargaryen #LaenaVelaryon https://t.co/w6hVTsteCA",2022-09-22 01:53:46+00:00
279,Ommggg Ser Cristen!!! #HOTD,2022-09-22 01:53:37+00:00
280,Watching Game Of Thrones for the second time. What are some things you missed the first time watching that I should watch for? #GOT #HOTD #GameOfThrones,2022-09-22 01:52:39+00:00
281,"#Daemon married #Laena when he really wanted #Rhaenyra 
She desired Daemon, was married to #Laenor yet had tons of fun with Harwin Strong.??
#HOTD #HouseOfTheDragon",2022-09-22 01:51:48+00:00
282,como a laena é perfeita hein pqp #hotd https://t.co/JGyvqdMvzx,2022-09-22 01:51:09+00:00
283,the way i adore them &lt;33 #hotd #HouseOfTheDragon #HouseTargaryen https://t.co/aVI1DrSDvr,2022-09-22 01:49:54+00:00
284,"Unpopular Opinion: Rhaneyra playing Actress And Emilia Clark both are not that beautiful peoples say.. Why you make them so overrated?
#hotd",2022-09-22 01:49:27+00:00
285,"Daemon is a proud girl dad
#HouseOfTheDragon 
#HOTD #DaemonTargaryen https://t.co/CtFuW0aJQk",2022-09-22 01:48:59+00:00
286,"SHE JUST LIKE ME YOU DON'T UNDERSTAND!

She likes animals. She won me already.

#HOTD https://t.co/iNyV7eA9ow",2022-09-22 01:48:27+00:00
287,I would love to see the American Dragon @bryandanielson on an episode of #HOTD,2022-09-22 01:47:56+00:00
288,"#Rhaenyra got up from her birthing bed to bring her baby to #Alicent because Alicent relaxed &amp; slept after having her children. 
#HOTD #HouseOfTheDragon https://t.co/5sHBjHxaYq",2022-09-22 01:47:41+00:00
289,#HOTD We stan Daemon &amp; Laenor as Best Papa n Husband of the year 😭🖤 https://t.co/XnjpolUEZS,2022-09-22 01:47:35+00:00
290,#HOTD fandom rn https://t.co/3mr4zXYBaw,2022-09-22 01:46:39+00:00
291,"Someone please make memes from that pic of Aegon opening his arms, it's just too good. MEME MATERIAL.

#HOTD",2022-09-22 01:44:15+00:00
292,"Daemon Targaryen, Laena Velaryon and their daughters Baela and Rhaena Targaryen in E06 of #HouseoftheDragon

#HOTD https://t.co/m6so4vRQ2h",2022-09-22 01:44:00+00:00
293,i need more #hotd moots &lt;3,2022-09-22 01:43:45+00:00
294,O sonho da Rhaenyra e da Alicent é ser amada pelo povo como foi Helaena e HABLO MESMO #hotd https://t.co/tSQl7L4LIz,2022-09-22 01:42:58+00:00
295,中年雷妮拉第一次露面 好心疼 好想抱抱她 😭https://t.co/djVaMaw3lJ #HouseOfTheDragon  #HOTD #HBO https://t.co/3er139dsta,2022-09-22 01:42:15+00:00
296,"Lembro bem que uma das palavras ditas das chamadas de promoção de #houseofthedragon é a palavra legado, que é um dos principais motivos da guerra, quem vai ter o seu legado vitorioso. Essa é uma história de início, meio e fim. E o legado que prevalece é o legado vencedor. #hotd https://t.co/wf4G6mDeUj",2022-09-22 01:38:45+00:00
297,"Corporation wants you to find the difference between these pictures:

#HOTD https://t.co/Uj0DzcUXU8",2022-09-22 01:38:42+00:00
298,Un casting parfait #HOTD https://t.co/n7ymtNXPXN,2022-09-22 01:38:14+00:00
299,"Al final ya, hartos fans sabemos hartas cosas pero weeey no se salten tanto, desarrollen más los personajes 😩 #hotd",2022-09-22 01:38:09+00:00
300,Book people please spoil this for me what scene is this?? #HouseOfTheDragonHBO #HOTD #houseofthedragon https://t.co/n8jDmWeSi9,2022-09-22 01:37:53+00:00
301,Recién vi el capitulo del domingo de #hotd y leyendo cosas del próximo me cargaría que siguieran con saltos temporales tan grandes luego del que habrá,2022-09-22 01:36:56+00:00
302,They had no right to make him this sexy 😭 #Hotd https://t.co/1mYFxYLtkc,2022-09-22 01:36:46+00:00
303,Me @ coming with unpopular takes no one asked and defending some characters in #HOTD: https://t.co/inDh5350Ut,2022-09-22 01:36:11+00:00
304,I keep seeing #HOTD tweets fighting. Green and Black 😂 I guess it started 🤣,2022-09-22 01:34:47+00:00
305,we're actually getting soft! baby daddy daemon I'm 🥺 #daemontargaryen #hotd https://t.co/02VZ7PA9zZ,2022-09-22 01:34:11+00:00
306,"GOD is a woman.

#HOTD https://t.co/AqACRPTXZR",2022-09-22 01:33:49+00:00
307,"They will cause chaos and look absolutely hot doing it.

#HOTD https://t.co/PQJdxUNul4",2022-09-22 01:32:02+00:00
308,They got that Plan B Tea lol  #HOTD,2022-09-22 01:31:43+00:00
309,#LaIslaDeLasTentaciones1 #amoryfuego #FirstDates21s #chaomascarilla #isladelastentaciones #topmodel #HappySeungminDay bts blackpink jennie taehyung v hotd daemon rhaenyra #HouseOfTheDragonHBO #HOTD https://t.co/s0T4ezXQiE,2022-09-22 01:30:31+00:00
310,A fine woman 🛐 #HOTD https://t.co/9NbVIU1ius,2022-09-22 01:30:18+00:00
311,mal posso esperar para ver sua dinâmica caótica ❤️😂 #HOTD https://t.co/TUunEQNWOi,2022-09-22 01:29:16+00:00
312,#Hotd خلصنا من هالاند الحين اوديغارد https://t.co/G9epIoxzDJ,2022-09-22 01:29:15+00:00
313,NOSSA COMO ELA É PERFEITA MEU DEUS 😳🧎‍♀️ #HOTD https://t.co/1hq9FPShYG,2022-09-22 01:28:14+00:00
314,Que le costaba hacerse el de rogar? #HOTD https://t.co/fKgl9bLwSR,2022-09-22 01:27:34+00:00
315,"still laena velaryon, daemon targaryen with her daughters baela and rhaena in episode 6.
#HouseOfTheDragon #HOTD https://t.co/ZpJPtrw8Qw",2022-09-22 01:27:18+00:00
316,"HELAENA I'M-

#HOTD https://t.co/J1O1NqkcTT",2022-09-22 01:27:13+00:00
317,no but is daemon actually a good dad?? 😭 #houseofthedragon #hotd https://t.co/JJzglYTSHH,2022-09-22 01:26:47+00:00
318,"First image of Princess Halaena Targaryen, Alicnets daughter 🥹 #HouseOfTheDragon #HOTD https://t.co/cGqU05ox0I",2022-09-22 01:26:33+00:00
319,CARA ESSE EPISÓDIOOOOOOO PUTA MERDA!! MEU TRONO TÁ VIVO PORRA #HOTD,2022-09-22 01:25:27+00:00
320,"Princess Rhaenyra Targaryen &amp; Ser Laenor Velaryon in E06 of #HouseoftheDragon 

#HOTD https://t.co/1m5HikdGU0",2022-09-22 01:25:08+00:00
321,I know he would choke I mean treat me right #harwinstrong #HouseOfTheDragon #HOTD https://t.co/6SHr1vdczo,2022-09-22 01:24:42+00:00
322,"Alicent Hightower and Ser Criston Cole in Episode 6

#HouseOfTheDragon #HOTD https://t.co/b9XSKMK2FB",2022-09-22 01:24:39+00:00
323,"Criston Cole &amp; Prince Aegon Targaryen. #HouseoftheDragon. 

#HOTD https://t.co/ut8pWBYqqh",2022-09-22 01:24:35+00:00
324,"#HOTD esta aplastando a #TheLordOfTheRings

Según datos de Parrot Analytics, la serie de #RingsOfPower perdió un 13% de su audiencia, mientras la audiencia de #HouseOfTheDragon aumenta semana tras semana.   

Vía: @TheWrap https://t.co/TTgr4AfM6I",2022-09-22 01:24:16+00:00
325,Eu nunca vou perdoar a hbo por não ter dado mais tempo de tela pra ela #hotd https://t.co/l0KAGG5KwW,2022-09-22 01:24:06+00:00
326,"stills episode 6.
#HouseoftheDragon #HOTD https://t.co/HRjhXcd73B",2022-09-22 01:22:26+00:00
327,#Hotd https://t.co/alTifUGS5Q,2022-09-22 01:22:20+00:00
328,"Daemon Targaryen with his daughters Baela (named after his father Baelon) and Rhaena (named after Laena’s mother Rhaenys) in episode 6 of #HouseoftheDragon 

#HOTD https://t.co/iGISxKtDMr",2022-09-22 01:21:51+00:00
329,"#HouseoftheDragon   #HOTD 
. https://t.co/afYiq6ACQj",2022-09-22 01:20:57+00:00
330,#GOTRP #ASOIAFRP #HOTD #HOTDRP https://t.co/CKxZ8sUxgX,2022-09-22 01:20:36+00:00
331,#HOTD https://t.co/nYn5NeoBMe,2022-09-22 01:19:39+00:00
332,"É tiro atrás de tiro, e perfeição atrás de perfeição 🥺🤧 

#HouseOfTheDragon #HouseOfTheDragonHBO #HOTD #HouseTargaryen #DaemonTargaryen https://t.co/cWfZeSVPzg",2022-09-22 01:18:44+00:00
333,"I feel bad for Visarys, just trying to eat his chicken and enjoy the party while everyone around him is plotting and scheming #hotd #HouseOfTheDragonHBO",2022-09-22 01:18:36+00:00
334,"Laena Velaryon Supremacy 🤍

#hotd #houseofthedragon #HouseVelaryon https://t.co/BaHJKhdwr9",2022-09-22 01:18:06+00:00
335,"Queen Alicent Hightower and her daughter Princess Helaena Targaryen in episode 6 of #HouseoftheDragon

#HOTD https://t.co/VdeUAy6WO6",2022-09-22 01:17:37+00:00
336,"mother.
father.

#hotd #houseofthedragon https://t.co/RwVfcU5WDB",2022-09-22 01:17:00+00:00
337,"Daemon melhor papai do ano 👍 que delícia
#DaemonTargaryen #HOTD https://t.co/qPXVqldM7g",2022-09-22 01:16:55+00:00
338,meus testemunhas de jeová juntinhos 🤧 #hotd https://t.co/aMpV0rniko,2022-09-22 01:15:47+00:00
339,The Game of Thrones/ House of the Dragon intro always gives me chills 😭 #HOTD,2022-09-22 01:15:39+00:00
340,"A cara de pisicopata é desde criança

#HouseOfTheDragonHBO #HOTD https://t.co/uDpfvxR76A",2022-09-22 01:14:54+00:00
341,LAENA VELARYON LADIES AND GENTLEMEN 🫠 #HOTD #HouseOfTheDragon https://t.co/K22hWut6lT,2022-09-22 01:14:27+00:00
342,"Eu tô MORANDO nessas fotos divulgadas pela @HBO do próximo episódio de #HOTD 

Daemon e Laena sendo carinhosos e pais das gêmeas Baela e Rhaena! Tô em surto 🖤 https://t.co/0MuhPgxhiG",2022-09-22 01:14:10+00:00
343,"Daemon e suas filhas, Rhaena e Baela Targaryen.
#hotd https://t.co/wYjKnO2N5Q",2022-09-22 01:13:09+00:00
344,"Alicent com sua filha Helaena Targaryen 

#HOTD https://t.co/d6ujhVqFNG",2022-09-22 01:12:47+00:00
345,i already fucking hate him #HOTD https://t.co/il1GYj6z50,2022-09-22 01:11:48+00:00
346,Episode 5 was 🔥🔥🔥 #HOTD,2022-09-22 01:11:09+00:00
347,"Lindíssimos! 

#HouseOfTheDragon #HouseOfTheDragonHBO #HOTD #HouseTargaryen #DaemonTargaryen https://t.co/5VQfgd4w6s",2022-09-22 01:09:58+00:00
